team,type,subtype,session,start_frame,start_time,end_frame,end_time,from,to,start_x,start_y,end_x,end_y,phase,game_id,is_left_to_right,goal,ownGoal,eventType,outcome
Away,PASS,PASS,1,5431,217.24,5471,218.84,B20,B18,59.400000000000006,59.76,48.6,36.0,1,1,False,False,False,PASS,True
Home,BALL LOST,INTERCEPTION,1,5520,220.8,5550,222.0,A04,,32.4,30.96,30.24,37.44,1,1,True,False,False,PASS,False
Home,PASS,PASS,1,5627,225.08,5663,226.52,A01,A02,15.12,43.2,19.44,38.16,1,1,True,False,False,PASS,True
Home,PASS,PASS,1,5663,226.52,5685,227.4,A02,A08,19.44,38.16,25.92,28.8,1,1,True,False,False,PASS,True
Home,PASS,PASS,1,5761,230.44,5809,232.36,A08,A10,42.120000000000005,20.88,64.8,6.48,1,1,True,False,False,PASS,True
Away,PASS,GOAL KICK,1,6685,267.4,6779,271.16,B25,B18,102.6,32.4,57.24,2.88,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,6863,274.52,6886,275.44,B21,B20,57.24,20.88,58.32000000000001,26.64,1,1,False,False,False,PASS,True
Home,BALL LOST,INTERCEPTION,1,6864,274.56,6885,275.4,A06,,58.32000000000001,21.6,59.400000000000006,26.64,1,1,True,False,False,PASS,False
Away,PASS,PASS,1,6905,276.2,6946,277.84,B20,B22,56.16,29.52,49.68,56.16,1,1,False,False,False,PASS,True
Home,PASS,PASS,1,7041,281.64,7148,285.92,A03,A04,10.8,30.24,3.24,2.16,1,1,True,False,False,PASS,True
Away,PASS,PASS,1,7203,288.12,7266,290.64,B18,B21,14.04,0.72,21.6,7.92,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,7266,290.64,7290,291.6,B21,B18,21.6,7.92,19.44,2.88,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,7334,293.36,7387,295.48,B18,B15,25.92,1.44,41.04,5.76,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,7404,296.16,7427,297.08,B15,B23,41.04,5.76,27.0,15.12,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,7519,300.76,7556,302.24,B19,B18,28.08,20.88,31.32,5.040000000000001,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,7603,304.12,7632,305.28,B18,B19,31.32,5.040000000000001,32.4,17.28,1,1,False,False,False,PASS,True
Home,BALL LOST,GOAL KICK-INTERCEPTION,1,8482,339.28,8576,343.04,A11,,4.32,37.44,69.12,27.36,1,1,True,False,False,PASS,False
Away,PASS,HEAD,1,8650,346.0,8686,347.44,B15,B16,71.28,25.2,81.0,27.36,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,8868,354.72,8892,355.68,B18,B19,83.16,-0.72,77.75999999999999,7.2,1,1,False,False,False,PASS,True
Away,BALL LOST,INTERCEPTION,1,8937,357.48,9068,362.72,B19,,76.67999999999999,7.92,8.64,12.24,1,1,False,False,False,PASS,False
Away,PASS,PASS,1,9215,368.6,9255,370.2,B23,B18,6.48,0.0,23.76,4.32,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,9306,372.24,9337,373.48,B18,B19,19.44,7.92,25.92,21.6,1,1,False,False,False,PASS,True
Away,BALL LOST,INTERCEPTION,1,9337,373.48,9356,374.24,B19,,25.92,21.6,25.92,28.08,1,1,False,False,False,PASS,False
Home,PASS,PASS,1,9390,375.6,9442,377.68,A06,A10,31.32,27.36,59.400000000000006,9.36,1,1,True,False,False,PASS,True
Home,PASS,DEEP BALL,1,9599,383.96,9628,385.12,A10,A08,93.96,20.88,103.68,26.64,1,1,True,False,False,PASS,True
Home,PASS,PASS,1,10387,415.48,10418,416.72,A06,A10,106.92,0.72,101.52,6.48,1,1,True,False,False,PASS,True
Home,PASS,PASS,1,10453,418.12,10477,419.08,A10,A06,101.52,6.48,93.96,7.2,1,1,True,False,False,PASS,True
Home,PASS,PASS,1,10493,419.72,10527,421.08,A06,A05,92.88,7.92,84.24000000000001,25.92,1,1,True,False,False,PASS,True
Home,PASS,PASS,1,10551,422.04,10599,423.96,A05,A07,85.32000000000001,25.92,79.92,46.08,1,1,True,False,False,PASS,True
Home,BALL LOST,INTERCEPTION,1,10613,424.52,10651,426.04,A07,,81.0,46.8,99.36,33.120000000000005,1,1,True,False,False,PASS,False
Home,PASS,HEAD,1,10708,428.32,10742,429.68,A08,A03,89.64,36.72,89.64,38.88,1,1,True,False,False,PASS,True
Away,PASS,PASS,1,11586,463.44,11619,464.76,B25,B17,84.24000000000001,39.6,75.6,56.88,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,11674,466.96,11701,468.04,B17,B22,70.2,59.76,61.56,69.84,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,11727,469.08,11763,470.52,B22,B20,62.63999999999999,67.67999999999999,58.32000000000001,52.56,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,11788,471.52,11812,472.48,B20,B19,57.24,51.12,54.0,37.44,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,11831,473.24,11861,474.44,B19,B24,54.0,39.6,42.120000000000005,28.8,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,11882,475.28,11918,476.72,B24,B18,42.120000000000005,29.52,34.56,7.2,1,1,False,False,False,PASS,True
Home,PASS,GOAL KICK,1,13543,541.72,13625,545.0,A11,A05,4.32,31.68,54.0,61.92,1,1,True,False,False,PASS,True
Home,PASS,PASS,1,13625,545.0,13641,545.64,A05,A01,54.0,61.92,45.36,60.48,1,1,True,False,False,PASS,True
Home,BALL LOST,INTERCEPTION,1,13672,546.88,13701,548.04,A01,,44.28,61.2,68.04,61.92,1,1,True,False,False,PASS,False
Home,BALL LOST,INTERCEPTION,1,13739,549.56,13766,550.64,A06,,51.84,56.88,73.44000000000001,38.16,1,1,True,False,False,PASS,False
Away,BALL OUT,CLEARANCE,1,13886,555.44,13987,559.48,B16,,96.12,34.56,103.68,-2.88,1,1,False,False,False,PASS,False
Home,PASS,PASS,1,14574,582.96,14607,584.28,A04,A09,92.88,-1.44,103.68,7.2,1,1,True,False,False,PASS,True
Home,PASS,PASS,1,14607,584.28,14637,585.48,A09,A04,103.68,7.2,89.64,0.72,1,1,True,False,False,PASS,True
Home,PASS,PASS,1,14637,585.48,14666,586.64,A04,A08,89.64,0.72,99.36,15.12,1,1,True,False,False,PASS,True
Home,BALL LOST,INTERCEPTION,1,14730,589.2,14741,589.64,A08,,104.76,20.160000000000004,99.36,28.8,1,1,True,False,False,PASS,False
Away,PASS,PASS,1,14772,590.88,14793,591.72,B21,B19,98.28,25.2,89.64,22.32,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,14793,591.72,14815,592.6,B19,B16,89.64,22.32,99.36,26.64,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,14834,593.36,14870,594.8,B16,B21,98.28,25.2,86.4,8.64,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,14870,594.8,14890,595.6,B21,B18,86.4,8.64,89.64,9.36,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,14890,595.6,14924,596.96,B18,B24,89.64,9.36,63.72,8.64,1,1,False,False,False,PASS,True
Home,PASS,PASS,1,15043,601.72,15109,604.36,A02,A11,35.64,9.36,17.28,30.96,1,1,True,False,False,PASS,True
Home,BALL LOST,INTERCEPTION,1,15152,606.08,15224,608.96,A11,,17.28,37.44,61.56,62.64,1,1,True,False,False,PASS,False
Home,PASS,PASS,1,15298,611.92,15336,613.44,A01,A05,47.52,70.56,56.16,67.67999999999999,1,1,True,False,False,PASS,True
Home,PASS,PASS,1,15363,614.52,15379,615.16,A05,A09,60.48,69.12,64.8,63.36,1,1,True,False,False,PASS,True
Home,PASS,PASS,1,15419,616.76,15430,617.2,A09,A05,69.12,63.36,75.6,63.36,1,1,True,False,False,PASS,True
Away,PASS,PASS,1,15473,618.92,15521,620.84,B16,B25,86.4,51.12,101.52,43.92,1,1,False,False,False,PASS,True
Home,PASS,HEAD,1,15646,625.84,15690,627.6,A04,A03,49.68,24.48,42.120000000000005,33.120000000000005,1,1,True,False,False,PASS,True
Home,PASS,PASS,1,15917,636.68,15973,638.92,A03,A01,36.720000000000006,31.68,46.44,65.52,1,1,True,False,False,PASS,True
Home,PASS,PASS,1,16045,641.8,16066,642.64,A01,A06,56.16,65.52,58.32000000000001,52.56,1,1,True,False,False,PASS,True
Home,PASS,PASS,1,16066,642.64,16094,643.76,A06,A01,58.32000000000001,52.56,57.24,64.8,1,1,True,False,False,PASS,True
Home,PASS,PASS,1,16094,643.76,16134,645.36,A01,A02,57.24,64.8,37.8,57.6,1,1,True,False,False,PASS,True
Home,PASS,PASS,1,16162,646.48,16193,647.72,A02,A03,37.8,56.88,32.4,38.16,1,1,True,False,False,PASS,True
Home,PASS,PASS,1,16223,648.92,16252,650.08,A03,A06,31.32,41.04,50.76,48.24,1,1,True,False,False,PASS,True
Home,PASS,PASS,1,16252,650.08,16303,652.12,A06,A04,50.76,48.24,44.28,15.84,1,1,True,False,False,PASS,True
Home,PASS,PASS,1,16332,653.28,16359,654.36,A04,A10,47.52,15.84,57.24,19.44,1,1,True,False,False,PASS,True
Home,PASS,PASS,1,16383,655.32,16424,656.96,A10,A08,60.48,17.28,74.52,2.16,1,1,True,False,False,PASS,True
Home,BALL LOST,INTERCEPTION,1,17276,691.04,17318,692.72,A06,,109.08,0.72,100.44,38.16,1,1,True,False,False,PASS,False
Home,PASS,PASS,1,18203,728.12,18252,730.08,A06,A03,101.52,71.28,96.12,33.120000000000005,1,1,True,False,False,PASS,True
Home,PASS,HEAD,1,18252,730.08,18270,730.8,A03,A08,96.12,33.120000000000005,101.52,39.6,1,1,True,False,False,PASS,True
Away,PASS,GOAL KICK,1,18558,742.32,18606,744.24,B25,B17,103.68,43.2,90.72,66.24000000000001,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,18725,749.0,18754,750.16,B17,B22,72.36,61.92,64.8,71.28,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,18793,751.72,18814,752.56,B22,B17,65.88,69.12,76.67999999999999,65.52,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,18878,755.12,18931,757.24,B17,B25,79.92,69.12,103.68,53.28,1,1,False,False,False,PASS,True
Away,BALL LOST,INTERCEPTION,1,18931,757.24,19018,760.72,B25,,103.68,53.28,55.08,56.88,1,1,False,False,False,PASS,False
Away,PASS,PASS,1,19214,768.56,19252,770.08,B19,B18,58.32000000000001,21.6,48.6,1.44,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,19269,770.76,19294,771.76,B18,B19,48.6,2.16,51.84,12.96,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,19348,773.92,19380,775.2,B19,B20,51.84,16.560000000000002,47.52,34.56,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,19380,775.2,19412,776.48,B20,B23,47.52,34.56,36.720000000000006,24.48,1,1,False,False,False,PASS,True
Away,PASS,DEEP BALL,1,19412,776.48,19470,778.8,B23,B24,36.720000000000006,24.48,14.04,26.64,1,1,False,False,False,PASS,True
Home,PASS,PASS,1,19482,779.28,19529,781.16,A11,A03,3.24,33.84,8.64,29.52,1,1,True,False,False,PASS,True
Home,PASS,PASS,1,19529,781.16,19571,782.84,A03,A08,8.64,29.52,23.76,18.0,1,1,True,False,False,PASS,True
Home,BALL LOST,INTERCEPTION,1,20146,805.84,20183,807.32,A04,,42.120000000000005,0.0,55.08,11.52,1,1,True,False,False,PASS,False
Away,PASS,HEAD,1,20182,807.28,20216,808.64,B15,B21,55.08,8.64,47.52,18.0,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,20293,811.72,20325,813.0,B21,B19,44.28,10.8,38.88,1.44,1,1,False,False,False,PASS,True
Home,PASS,PASS,1,20362,814.48,20380,815.2,A07,A04,30.24,10.080000000000002,23.76,7.2,1,1,True,False,False,PASS,True
Home,PASS,PASS,1,20471,818.84,20528,821.12,A04,A09,30.24,2.16,46.44,36.72,1,1,True,False,False,PASS,True
Home,PASS,PASS,1,20552,822.08,20622,824.88,A09,A01,43.2,38.16,38.88,65.52,1,1,True,False,False,PASS,True
Home,BALL LOST,INTERCEPTION,1,20622,824.88,20671,826.84,A01,,38.88,65.52,56.16,61.2,1,1,True,False,False,PASS,False
Away,PASS,PASS,1,20666,826.64,20716,828.64,B17,B22,52.92,64.8,69.12,62.64,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,20834,833.36,20850,834.0,B22,B20,63.72,59.04,65.88,52.56,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,20904,836.16,20960,838.4,B20,B15,65.88,48.96,66.96,20.88,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,21063,842.52,21086,843.44,B15,B21,54.0,16.560000000000002,47.52,15.12,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,21128,845.12,21162,846.48,B21,B23,50.76,16.560000000000002,37.8,15.84,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,21294,851.76,21318,852.72,B23,B21,41.04,18.0,45.36,14.4,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,21362,854.48,21386,855.44,B21,B20,45.36,17.28,39.96,27.36,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,21413,856.52,21437,857.48,B20,B19,37.8,25.92,34.56,33.84,1,1,False,False,False,PASS,True
Away,BALL LOST,INTERCEPTION,1,21437,857.48,21473,858.92,B19,,34.56,33.84,35.64,7.92,1,1,False,False,False,PASS,False
Away,PASS,PASS,1,21515,860.6,21549,861.96,B19,B16,42.120000000000005,33.120000000000005,57.24,30.96,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,21580,863.2,21633,865.32,B16,B17,57.24,33.84,51.84,56.16,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,21716,868.64,21746,869.84,B17,B16,49.68,55.44,62.63999999999999,44.64,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,21811,872.44,21870,874.8,B16,B22,60.48,43.2,30.24,69.84,1,1,False,False,False,PASS,True
Home,BALL LOST,GOAL KICK-INTERCEPTION,1,22578,903.12,22661,906.44,A11,,4.32,36.72,64.8,62.64,1,1,True,False,False,PASS,False
Away,PASS,PASS,1,22746,909.84,22795,911.8,B21,B19,59.400000000000006,43.2,64.8,51.84,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,22795,911.8,22814,912.56,B19,B16,64.8,51.84,74.52,44.64,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,22814,912.56,22835,913.4,B16,B21,74.52,44.64,64.8,41.04,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,22996,919.84,23044,921.76,B21,B15,63.72,28.08,60.48,12.24,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,23061,922.44,23085,923.4,B15,B21,59.400000000000006,12.96,51.84,23.04,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,23146,925.84,23174,926.96,B21,B20,47.52,30.24,56.16,45.36,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,23193,927.72,23239,929.56,B20,B17,55.08,46.08,49.68,66.24000000000001,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,23305,932.2,23320,932.8,B17,B21,44.28,63.36,41.04,54.0,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,23320,932.8,23344,933.76,B21,B20,41.04,54.0,51.84,56.88,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,23344,933.76,23388,935.52,B20,B16,51.84,56.88,58.32000000000001,41.76,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,23500,940.0,23529,941.16,B16,B15,56.16,36.0,54.0,20.88,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,23578,943.12,23613,944.52,B15,B18,50.76,18.0,32.4,1.44,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,23683,947.32,23720,948.8,B18,B21,28.08,6.48,33.48,23.76,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,23729,949.16,23748,949.92,B21,B19,33.48,24.48,23.76,28.8,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,23748,949.92,23766,950.64,B19,B21,23.76,28.8,30.24,24.48,1,1,False,False,False,PASS,True
Away,BALL LOST,INTERCEPTION,1,23846,953.84,23862,954.48,B21,,32.4,27.36,33.48,32.4,1,1,False,False,False,PASS,False
Home,PASS,PASS,1,23860,954.4,23873,954.92,A09,A06,34.56,35.28,32.4,32.4,1,1,True,False,False,PASS,True
Home,BALL LOST,INTERCEPTION,1,23903,956.12,23909,956.36,A06,,32.4,34.56,31.32,42.48,1,1,True,False,False,PASS,False
Away,PASS,PASS,1,23909,956.36,23942,957.68,B19,B24,33.48,37.44,32.4,33.84,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,23958,958.32,23977,959.08,B24,B18,32.4,31.68,31.32,22.32,1,1,False,False,False,PASS,True
Home,PASS,PASS,1,24035,961.4,24072,962.88,A06,A04,25.92,36.0,19.44,26.64,1,1,True,False,False,PASS,True
Home,PASS,PASS,1,24072,962.88,24098,963.92,A04,A02,19.44,26.64,16.2,38.88,1,1,True,False,False,PASS,True
Away,PASS,PASS,1,24186,967.44,24218,968.72,B16,B19,52.92,38.88,36.720000000000006,46.8,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,24218,968.72,24239,969.56,B19,B21,36.720000000000006,46.8,37.8,36.0,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,24266,970.64,24287,971.48,B21,B19,36.720000000000006,38.16,37.8,47.52,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,24308,972.32,24383,975.32,B19,B23,35.64,47.52,19.44,8.64,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,24393,975.72,24433,977.32,B23,B18,20.52,7.92,12.96,12.24,1,1,False,False,False,PASS,True
Away,BALL LOST,INTERCEPTION,1,24433,977.32,24486,979.44,B18,,12.96,12.24,9.72,7.92,1,1,False,False,False,PASS,False
Home,PASS,PASS,1,24980,999.2,25031,1001.24,A04,A10,28.08,-0.72,36.720000000000006,7.2,1,1,True,False,False,PASS,True
Home,PASS,PASS,1,25476,1019.04,25517,1020.68,A07,A06,45.36,26.64,42.120000000000005,46.08,1,1,True,False,False,PASS,True
Home,PASS,PASS,1,25546,1021.84,25578,1023.12,A06,A01,43.2,48.24,51.84,67.67999999999999,1,1,True,False,False,PASS,True
Home,BALL LOST,INTERCEPTION,1,25704,1028.16,25705,1028.2,A01,,78.84,68.39999999999999,82.08,66.96000000000001,1,1,True,False,False,PASS,False
Home,PASS,PASS,1,26544,1061.76,26590,1063.6,A06,A10,104.76,70.56,92.88,47.52,1,1,True,False,False,PASS,True
Home,PASS,PASS,1,26590,1063.6,26608,1064.32,A10,A08,92.88,47.52,102.6,38.16,1,1,True,False,False,PASS,True
Away,BALL LOST,GOAL KICK-INTERCEPTION,1,27247,1089.88,27330,1093.2,B25,,102.6,33.120000000000005,47.52,8.64,1,1,False,False,False,PASS,False
Away,PASS,PASS,1,27412,1096.48,27456,1098.24,B21,B22,48.6,38.16,38.88,64.08,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,27534,1101.36,27557,1102.28,B22,B21,33.48,66.24000000000001,38.88,59.04,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,27578,1103.12,27601,1104.04,B21,B23,36.720000000000006,59.04,24.84,56.16,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,27609,1104.36,27624,1104.96,B23,B21,25.92,56.16,30.24,59.76,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,27657,1106.28,27673,1106.92,B21,B19,29.160000000000004,57.6,33.48,51.84,1,1,False,False,False,PASS,True
Away,BALL LOST,INTERCEPTION,1,27711,1108.44,27724,1108.96,B19,,30.24,51.84,24.84,60.48,1,1,False,False,False,PASS,False
Home,PASS,PASS,1,27724,1108.96,27746,1109.84,A05,A01,23.76,60.48,16.2,56.88,1,1,True,False,False,PASS,True
Home,PASS,PASS,1,27778,1111.12,27797,1111.88,A01,A05,18.360000000000003,57.6,24.84,64.8,1,1,True,False,False,PASS,True
Home,PASS,PASS,1,27797,1111.88,27839,1113.56,A05,A07,24.84,64.8,31.32,56.88,1,1,True,False,False,PASS,True
Home,PASS,PASS,1,27839,1113.56,27870,1114.8,A07,A05,31.32,56.88,41.04,66.24000000000001,1,1,True,False,False,PASS,True
Home,PASS,PASS,1,27942,1117.68,27991,1119.64,A05,A08,58.32000000000001,52.56,68.04,21.6,1,1,True,False,False,PASS,True
Away,PASS,PASS,1,28339,1133.56,28407,1136.28,B25,B21,92.88,39.6,68.04,69.84,1,1,False,False,False,PASS,True
Away,BALL LOST,INTERCEPTION,1,28527,1141.08,28589,1143.56,B21,,45.36,69.12,14.04,62.64,1,1,False,False,False,PASS,False
Home,BALL OUT,CLEARANCE,1,28586,1143.44,28605,1144.2,A02,,18.360000000000003,59.04,14.04,74.16,1,1,True,False,False,PASS,False
Away,PASS,PASS,1,28788,1151.52,28811,1152.44,B21,B22,20.52,72.72,27.0,70.56,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,28858,1154.32,28885,1155.4,B22,B19,28.08,68.39999999999999,31.32,55.44,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,28917,1156.68,28943,1157.72,B19,B22,30.24,56.88,28.08,68.39999999999999,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,28956,1158.24,28982,1159.28,B22,B21,28.08,67.67999999999999,18.360000000000003,70.56,1,1,False,False,False,PASS,True
Home,PASS,PASS,1,29063,1162.52,29096,1163.84,A02,A09,14.04,51.12,29.160000000000004,43.2,1,1,True,False,False,PASS,True
Home,PASS,PASS,1,29096,1163.84,29112,1164.48,A09,A06,29.160000000000004,43.2,21.6,40.32000000000001,1,1,True,False,False,PASS,True
Home,PASS,PASS,1,29208,1168.32,29242,1169.68,A06,A03,21.6,37.44,17.28,25.92,1,1,True,False,False,PASS,True
Home,BALL LOST,INTERCEPTION,1,29264,1170.56,29301,1172.04,A03,,20.52,22.32,35.64,3.6,1,1,True,False,False,PASS,False
Away,PASS,PASS,1,29337,1173.48,29367,1174.68,B18,B24,30.24,4.32,22.68,13.68,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,29394,1175.76,29420,1176.8,B24,B19,23.76,13.68,30.24,25.2,1,1,False,False,False,PASS,True
Away,PASS,PASS,1,29468,1178.72,29517,1180.68,B19,B18,28.08,28.08,12.96,5.040000000000001,1,1,False,False,False,PASS,True
Home,BALL LOST,INTERCEPTION,1,30368,1214.72,30442,1217.68,A11,,17.28,12.96,72.36,9.36,1,1,True,False,False,PASS,False
Away,PASS,HEAD,1,30442,1217.68,30483,1219.32,B15,B19,72.36,15.12,65.88,24.48,1,1,False,False,False,PASS,True
Away,BALL LOST,INTERCEPTION,1,30503,1220.12,30517,1220.68,B19,,65.88,26.64,66.96,27.36,1,1,False,False,False,PASS,False
