team,type,subtype,session,start_frame,start_time,end_frame,end_time,from,to,start_x,start_y,end_x,end_y,phase
Home,PASS,PASS,1,1125,45.0,1149,45.96,B21,B25,64.09692,-0.5256,70.98516000000001,6.844320000000001,1
Home,PASS,PASS,1,1149,45.96,1180,47.2,B25,B21,70.98516000000001,6.844320000000001,63.586079999999995,1.58688,1
Home,CARRY,CARRY,1,1149,45.96,1150,46.0,B25,,70.98516000000001,6.844320000000001,70.98516000000001,6.844320000000001,1
Home,CARRY,CARRY,1,1180,47.2,1198,47.92,B21,,63.586079999999995,1.58688,63.534240000000004,2.3306400000000003,1
Home,BALL LOST,BALL LOST,1,1198,47.92,1234,49.36,B21,,63.534240000000004,2.3306400000000003,76.67999999999999,1.44,1
Away,RECOVERY,RECOVERY,1,1232,49.28,1232,49.28,A01,,78.89616,4.07448,,,1
Away,BALL LOST,BALL LOST,1,1232,49.28,1288,51.52,A01,,78.89616,4.07448,57.24,21.599999999999998,1
Away,CARRY,CARRY,1,1232,49.28,1233,49.32,A01,,78.89616,4.07448,78.89616,4.07448,1
Home,RECOVERY,RECOVERY,1,1285,51.4,1285,51.4,B23,,55.860839999999996,17.56296,,,1
Home,BALL LOST,BALL LOST,1,1285,51.4,1313,52.52,B23,,55.860839999999996,17.56296,69.12,15.84,1
Home,CARRY,CARRY,1,1285,51.4,1286,51.44,B23,,55.860839999999996,17.56296,55.860839999999996,17.56296,1
Away,RECOVERY,RECOVERY,1,1314,52.56,1314,52.56,A06,,68.28516,15.15456,,,1
Away,PASS,PASS,1,1314,52.56,1368,54.72,A06,A07,68.28516,15.15456,60.31907999999999,27.44856,1
Away,CARRY,CARRY,1,1314,52.56,1315,52.6,A06,,68.28516,15.15456,68.28516,15.15456,1
Home,CHALLENGE,CHALLENGE,1,1366,54.64,1366,54.64,B23,,59.34816,26.72856,,,1
Away,CHALLENGE,CHALLENGE,1,1368,54.72,1368,54.72,A07,,60.31907999999999,27.44856,,,1
Away,CARRY,CARRY,1,1368,54.72,1410,56.4,A07,,60.31907999999999,27.44856,63.366839999999996,30.57264,1
Away,PASS,PASS,1,1410,56.4,1437,57.48,A07,A06,63.366839999999996,30.57264,66.07224,20.707919999999998,1
Away,CARRY,CARRY,1,1437,57.48,1473,58.92,A06,,66.07224,20.707919999999998,65.57976,22.08744,1
Away,PASS,PASS,1,1473,58.92,1523,60.92,A06,A04,65.57976,22.08744,65.22444,60.77592,1
Away,CARRY,CARRY,1,1523,60.92,1639,65.56,A04,,65.22444,60.77592,65.61108,63.89136,1
Away,PASS,PASS,1,1639,65.56,1687,67.48,A04,A03,65.61108,63.89136,83.65248,53.904239999999994,1
Away,CARRY,CARRY,1,1687,67.48,1710,68.4,A03,,83.65248,53.904239999999994,84.17412,53.31744,1
Away,PASS,PASS,1,1710,68.4,1748,69.92,A03,A02,84.17412,53.31744,86.69915999999999,29.81088,1
Away,CARRY,CARRY,1,1748,69.92,1791,71.64,A02,,86.69915999999999,29.81088,84.33504,24.799680000000002,1
Away,PASS,PASS,1,1791,71.64,1829,73.16,A02,A01,84.33504,24.799680000000002,72.40859999999999,3.8808000000000002,1
Away,CARRY,CARRY,1,1829,73.16,1852,74.08,A01,,72.40859999999999,3.8808000000000002,72.10079999999999,4.59504,1
Away,PASS,PASS,1,1852,74.08,1872,74.88,A01,A06,72.10079999999999,4.59504,69.46884,16.12512,1
Away,PASS,PASS,1,1872,74.88,1904,76.16,A06,A01,69.46884,16.12512,75.02544,3.5136000000000003,1
Away,CARRY,CARRY,1,1872,74.88,1873,74.92,A06,,69.46884,16.12512,69.46884,16.12512,1
Away,CARRY,CARRY,1,1904,76.16,1924,76.96,A01,,75.02544,3.5136000000000003,74.10636,3.02472,1
Away,PASS,PASS,1,1924,76.96,1956,78.24,A01,A05,74.10636,3.02472,57.013200000000005,0.64152,1
Away,PASS,PASS,1,1956,78.24,1977,79.08,A05,A10,57.013200000000005,0.64152,54.50544,4.62816,1
Away,CARRY,CARRY,1,1956,78.24,1957,78.28,A05,,57.013200000000005,0.64152,57.013200000000005,0.64152,1
Away,PASS,PASS,1,1977,79.08,1998,79.92,A10,A05,54.50544,4.62816,58.17096,5.36472,1
Away,CARRY,CARRY,1,1977,79.08,1978,79.12,A10,,54.50544,4.62816,54.50544,4.62816,1
Away,CARRY,CARRY,1,1998,79.92,2045,81.8,A05,,58.17096,5.36472,56.72484,13.26096,1
Away,BALL LOST,BALL LOST,1,2045,81.8,2075,83.0,A05,,56.72484,13.26096,37.8,15.12,1
Home,RECOVERY,RECOVERY,1,2072,82.88,2072,82.88,B20,,37.218959999999996,11.4624,,,1
Home,PASS,PASS,1,2072,82.88,2121,84.84,B20,B23,37.218959999999996,11.4624,40.56804,26.81496,1
Home,CARRY,CARRY,1,2072,82.88,2073,82.92,B20,,37.218959999999996,11.4624,37.218959999999996,11.4624,1
Home,CARRY,CARRY,1,2121,84.84,2181,87.24,B23,,40.56804,26.81496,40.88232,29.97504,1
Home,PASS,PASS,1,2181,87.24,2246,89.84,B23,B19,40.88232,29.97504,22.90572,42.66647999999999,1
Home,CARRY,CARRY,1,2246,89.84,2303,92.12,B19,,22.90572,42.66647999999999,31.42908,52.12296,1
Home,PASS,PASS,1,2303,92.12,2338,93.52,B19,B18,31.42908,52.12296,43.85772,70.82712,1
Home,CARRY,CARRY,1,2338,93.52,2364,94.56,B18,,43.85772,70.82712,47.01888,70.83,1
Home,BALL LOST,INTERCEPTION,1,2364,94.56,2493,99.72,B18,,47.01888,70.83,101.52,69.12,1
Away,RECOVERY,INTERCEPTION,1,2491,99.64,2491,99.64,A03,,98.95392000000001,68.17752,,,1
Away,CARRY,CARRY,1,2491,99.64,2497,99.88,A03,,98.95392000000001,68.17752,99.96156,67.83912,1
Away,BALL LOST,BALL LOST,1,2497,99.88,2500,100.0,A03,,99.96156,67.83912,101.52,69.84,1
Home,RECOVERY,RECOVERY,1,2500,100.0,2500,100.0,B26,,100.04256000000001,69.22656,,,1
Home,BALL OUT,BALL OUT,1,2500,100.0,2508,100.32,B26,,100.04256000000001,69.22656,102.6,72.72,1
Home,CARRY,CARRY,1,2500,100.0,2501,100.04,B26,,100.04256000000001,69.22656,100.04256000000001,69.22656,1
Away,SET PIECE,THROW IN,1,2845,113.8,2845,113.8,A04,,,,,,1
Away,PASS,PASS,1,2845,113.8,2876,115.04,A04,A07,97.44948,71.27568000000001,88.38504,68.4396,1
Away,PASS,PASS,1,2876,115.04,2912,116.48,A07,A04,88.38504,68.4396,96.47532,70.956,1
Away,CARRY,CARRY,1,2876,115.04,2877,115.08,A07,,88.38504,68.4396,88.38504,68.4396,1
Away,CARRY,CARRY,1,2912,116.48,2923,116.92,A04,,96.47532,70.956,96.34248,70.81128,1
Away,BALL LOST,INTERCEPTION,1,2923,116.92,2950,118.0,A04,,96.34248,70.81128,92.88,67.67999999999999,1
Home,RECOVERY,INTERCEPTION,1,2949,117.96,2949,117.96,B22,,92.18124,66.32496,,,1
Home,CARRY,CARRY,1,2949,117.96,2985,119.4,B22,,92.18124,66.32496,88.92936,70.84584,1
Home,PASS,PASS,1,2985,119.4,3038,121.52,B22,B25,88.92936,70.84584,75.59568,39.29328,1
Home,PASS,PASS,1,3038,121.52,3100,124.0,B25,B21,75.59568,39.29328,59.78124,32.6628,1
Home,CARRY,CARRY,1,3038,121.52,3039,121.56,B25,,75.59568,39.29328,75.59568,39.29328,1
Home,PASS,PASS,1,3100,124.0,3135,125.4,B21,B20,59.78124,32.6628,45.22068,36.80784,1
Home,CARRY,CARRY,1,3100,124.0,3101,124.04,B21,,59.78124,32.6628,59.78124,32.6628,1
Home,CARRY,CARRY,1,3135,125.4,3165,126.6,B20,,45.22068,36.80784,38.76876,37.86768,1
Home,PASS,PASS,1,3165,126.6,3200,128.0,B20,B19,38.76876,37.86768,36.61308,60.07032,1
Home,CARRY,CARRY,1,3200,128.0,3244,129.76,B19,,36.61308,60.07032,38.352959999999996,61.19352000000001,1
Home,PASS,PASS,1,3244,129.76,3261,130.44,B19,B22,38.352959999999996,61.19352000000001,55.347840000000005,57.165839999999996,1
Home,CARRY,CARRY,1,3261,130.44,3281,131.24,B22,,55.347840000000005,57.165839999999996,53.809920000000005,57.2832,1
Home,PASS,PASS,1,3281,131.24,3318,132.72,B22,B23,53.809920000000005,57.2832,48.46932,46.57752,1
Home,CARRY,CARRY,1,3318,132.72,3348,133.92,B23,,48.46932,46.57752,47.61072,43.22448,1
Home,PASS,PASS,1,3348,133.92,3398,135.92,B23,B20,47.61072,43.22448,35.06652,30.14856,1
Home,CARRY,CARRY,1,3398,135.92,3426,137.04,B20,,35.06652,30.14856,35.3862,27.14616,1
Home,PASS,PASS,1,3426,137.04,3469,138.76,B20,B21,35.3862,27.14616,48.324600000000004,0.7862399999999999,1
Home,CARRY,CARRY,1,3469,138.76,3515,140.6,B21,,48.324600000000004,0.7862399999999999,50.3172,1.9512,1
Home,BALL LOST,BALL LOST,1,3515,140.6,3544,141.76,B21,,50.3172,1.9512,71.28,2.88,1
Away,RECOVERY,RECOVERY,1,3543,141.72,3543,141.72,A01,,72.56196,8.66232,,,1
Away,PASS,HEAD,1,3543,141.72,3568,142.72,A01,A06,72.56196,8.66232,64.50515999999999,11.24424,1
Away,CARRY,CARRY,1,3543,141.72,3544,141.76,A01,,72.56196,8.66232,72.56196,8.66232,1
Away,CARRY,CARRY,1,3568,142.72,3625,145.0,A06,,64.50515999999999,11.24424,61.66799999999999,4.84992,1
Home,CHALLENGE,CHALLENGE,1,3610,144.4,3610,144.4,B24,,62.83332,5.54472,,,1
Away,CHALLENGE,CHALLENGE,1,3613,144.52,3613,144.52,A06,,62.473679999999995,5.13072,,,1
Away,BALL LOST,INTERCEPTION,1,3625,145.0,3626,145.04,A06,,61.66799999999999,4.84992,58.32000000000001,2.88,1
Home,RECOVERY,INTERCEPTION,1,3626,145.04,3626,145.04,B25,,60.743520000000004,6.887519999999999,,,1
Home,BALL LOST,BALL LOST,1,3626,145.04,3662,146.48,B25,,60.743520000000004,6.887519999999999,68.04,22.32,1
Home,CARRY,CARRY,1,3626,145.04,3627,145.08,B25,,60.743520000000004,6.887519999999999,60.743520000000004,6.887519999999999,1
Away,RECOVERY,RECOVERY,1,3661,146.44,3661,146.44,A08,,68.15124,20.65896,,,1
Away,BALL OUT,BALL OUT,1,3661,146.44,3764,150.56,A08,,68.15124,20.65896,39.96,-0.72,1
Away,CARRY,CARRY,1,3661,146.44,3662,146.48,A08,,68.15124,20.65896,68.15124,20.65896,1
Home,SET PIECE,THROW IN,1,3995,159.8,3995,159.8,B21,,,,,,1
Home,PASS,PASS,1,3995,159.8,4050,162.0,B21,B23,37.0926,-0.26568,33.40872,18.49824,1
Home,PASS,PASS,1,4050,162.0,4103,164.12,B23,B19,33.40872,18.49824,20.839679999999998,38.65464,1
Home,CARRY,CARRY,1,4050,162.0,4051,162.04,B23,,33.40872,18.49824,33.40872,18.49824,1
Home,CARRY,CARRY,1,4103,164.12,4143,165.72,B19,,20.839679999999998,38.65464,19.774800000000003,37.8648,1
Home,PASS,PASS,1,4143,165.72,4175,167.0,B19,B20,19.774800000000003,37.8648,21.59352,14.236559999999999,1
Home,CARRY,CARRY,1,4175,167.0,4212,168.48,B20,,21.59352,14.236559999999999,21.17556,13.75488,1
Home,PASS,PASS,1,4212,168.48,4258,170.32,B20,B28,21.17556,13.75488,6.7338000000000005,30.0276,1
Home,CARRY,CARRY,1,4258,170.32,4305,172.2,B28,,6.7338000000000005,30.0276,7.182,26.54424,1
Home,PASS,PASS,1,4305,172.2,4332,173.28,B28,B20,7.182,26.54424,13.38012,8.3088,1
Home,CARRY,CARRY,1,4332,173.28,4385,175.4,B20,,13.38012,8.3088,13.342319999999999,6.89976,1
Home,BALL LOST,INTERCEPTION,1,4385,175.4,4408,176.32,B20,,13.342319999999999,6.89976,41.04,16.560000000000002,1
Away,RECOVERY,INTERCEPTION,1,4406,176.24,4406,176.24,A06,,37.70712,13.51944,,,1
Away,PASS,HEAD,1,4406,176.24,4452,178.08,A06,A07,37.70712,13.51944,23.2038,12.31128,1
Away,CARRY,CARRY,1,4406,176.24,4407,176.28,A06,,37.70712,13.51944,37.70712,13.51944,1
Away,CARRY,CARRY,1,4452,178.08,4481,179.24,A07,,23.2038,12.31128,23.75784,17.06688,1
Away,CHALLENGE,CHALLENGE,1,4481,179.24,4481,179.24,A07,,23.75784,17.06688,,,1
Away,FAULT RECEIVED,FAULT RECEIVED,1,4481,179.24,4481,179.24,A07,,23.75784,17.06688,,,1
Home,CHALLENGE,CHALLENGE,1,4483,179.32,4483,179.32,B20,,22.4478,17.9964,,,1
Away,SET PIECE,SET PIECE,1,5829,233.16,5829,233.16,A07,,,,,,1
Away,SHOT,SHOT,1,5829,233.16,5860,234.4,A07,,23.9274,18.95328,1.08,32.4,1
Home,RECOVERY,SAVED,1,5858,234.32,5858,234.32,B28,,2.0617199999999998,34.95024,,,1
Home,BALL OUT,BALL OUT,1,5858,234.32,5870,234.8,B28,,2.0617199999999998,34.95024,-1.08,28.080000000000002,1
Home,CARRY,CARRY,1,5858,234.32,5859,234.36,B28,,2.0617199999999998,34.95024,2.0617199999999998,34.95024,1
Away,SET PIECE,CORNER KICK,1,6449,257.96,6449,257.96,A07,,,,,,1
Away,BALL LOST,INTERCEPTION,1,6449,257.96,6487,259.48,A07,,-1.56168,0.1908,7.5600000000000005,34.56,1
Home,CHALLENGE,CHALLENGE,1,6486,259.44,6486,259.44,B19,,6.0912,32.04504,,,1
Home,RECOVERY,INTERCEPTION,1,6486,259.44,6486,259.44,B19,,6.0912,32.04504,,,1
Home,PASS,HEAD,1,6486,259.44,6514,260.56,B19,B18,6.0912,32.04504,16.379279999999998,41.22792,1
Home,CARRY,CARRY,1,6486,259.44,6487,259.48,B19,,6.0912,32.04504,6.0912,32.04504,1
Away,CHALLENGE,CHALLENGE,1,6487,259.48,6487,259.48,A10,,6.36876,31.18392,,,1
Home,BALL LOST,CLEARANCE,1,6514,260.56,6675,267.0,B18,,16.379279999999998,41.22792,76.67999999999999,39.6,1
Home,CARRY,CARRY,1,6514,260.56,6515,260.6,B18,,16.379279999999998,41.22792,16.379279999999998,41.22792,1
Away,RECOVERY,RECOVERY,1,6675,267.0,6675,267.0,A04,,72.94752,37.48536,,,1
Away,CARRY,CARRY,1,6675,267.0,6710,268.4,A04,,72.94752,37.48536,75.6918,41.698800000000006,1
Away,PASS,PASS,1,6710,268.4,6767,270.68,A04,A06,75.6918,41.698800000000006,61.341840000000005,64.7316,1
Away,PASS,PASS,1,6767,270.68,6806,272.24,A06,A04,61.341840000000005,64.7316,77.30316,53.05032,1
Away,CARRY,CARRY,1,6767,270.68,6768,270.72,A06,,61.341840000000005,64.7316,61.341840000000005,64.7316,1
Away,CARRY,CARRY,1,6806,272.24,6886,275.44,A04,,77.30316,53.05032,78.08292,46.584,1
Away,PASS,PASS,1,6886,275.44,6949,277.96,A04,A11,78.08292,46.584,97.17084,35.32752,1
Away,CARRY,CARRY,1,6949,277.96,7028,281.12,A11,,97.17084,35.32752,96.27228000000001,32.40072,1
Away,PASS,PASS,1,7028,281.12,7088,283.52,A11,A01,96.27228000000001,32.40072,72.20556,0.75456,1
Away,CARRY,CARRY,1,7088,283.52,7128,285.12,A01,,72.20556,0.75456,74.64744,1.34352,1
Away,PASS,PASS,1,7128,285.12,7150,286.0,A01,A08,74.64744,1.34352,77.20703999999999,16.38216,1
Away,PASS,PASS,1,7150,286.0,7196,287.84,A08,A06,77.20703999999999,16.38216,71.89128000000001,30.30912,1
Away,CARRY,CARRY,1,7150,286.0,7151,286.04,A08,,77.20703999999999,16.38216,77.20703999999999,16.38216,1
Away,PASS,PASS,1,7196,287.84,7261,290.44,A06,A11,71.89128000000001,30.30912,98.67528,33.39936,1
Away,CARRY,CARRY,1,7196,287.84,7197,287.88,A06,,71.89128000000001,30.30912,71.89128000000001,30.30912,1
Away,CARRY,CARRY,1,7261,290.44,7414,296.56,A11,,98.67528,33.39936,95.16744,37.5336,1
Away,BALL OUT,BALL OUT,1,7414,296.56,7463,298.52,A11,,95.16744,37.5336,76.67999999999999,72.72,1
Home,SET PIECE,SET PIECE,1,7613,304.52,7613,304.52,B18,,,,,,1
Home,BALL LOST,FORCED,1,7613,304.52,7629,305.16,B18,,77.61852,72.87335999999999,88.55999999999999,69.84,1
Home,SET PIECE,THROW IN,1,8108,324.32,8108,324.32,B18,,,,,,1
Home,BALL LOST,INTERCEPTION,1,8108,324.32,8132,325.28,B18,,78.59592,72.67248,91.8,61.92,1
Away,RECOVERY,INTERCEPTION,1,8133,325.32,8133,325.32,A04,,91.52568,64.20384,,,1
Away,BALL LOST,BALL LOST,1,8133,325.32,8176,327.04,A04,,91.52568,64.20384,73.44000000000001,53.28,1
Away,CARRY,CARRY,1,8133,325.32,8134,325.36,A04,,91.52568,64.20384,91.52568,64.20384,1
Home,RECOVERY,INTERCEPTION,1,8174,326.96,8174,326.96,B24,,73.4454,52.74216,,,1
Home,BALL LOST,BALL LOST,1,8174,326.96,8215,328.6,B24,,73.4454,52.74216,81.0,56.160000000000004,1
Home,CARRY,CARRY,1,8174,326.96,8175,327.0,B24,,73.4454,52.74216,73.4454,52.74216,1
Away,RECOVERY,INTERCEPTION,1,8210,328.4,8210,328.4,A06,,80.52588,54.91224,,,1
Away,BALL LOST,BALL LOST,1,8210,328.4,8250,330.0,A06,,80.52588,54.91224,78.84,61.92,1
Away,CARRY,CARRY,1,8210,328.4,8211,328.44,A06,,80.52588,54.91224,80.52588,54.91224,1
Home,RECOVERY,INTERCEPTION,1,8248,329.92,8248,329.92,B18,,78.6024,63.673199999999994,,,1
Home,BALL LOST,BALL LOST,1,8248,329.92,8300,332.0,B18,,78.6024,63.673199999999994,93.96,56.160000000000004,1
Home,CARRY,CARRY,1,8248,329.92,8249,329.96,B18,,78.6024,63.673199999999994,78.6024,63.673199999999994,1
Away,RECOVERY,INTERCEPTION,1,8294,331.76,8294,331.76,A03,,92.26548,55.026720000000005,,,1
Away,BALL LOST,CLEARANCE,1,8294,331.76,8396,335.84,A03,,92.26548,55.026720000000005,51.839999999999996,59.76,1
Away,CARRY,CARRY,1,8294,331.76,8295,331.8,A03,,92.26548,55.026720000000005,92.26548,55.026720000000005,1
Home,CHALLENGE,AERIAL,1,8355,334.2,8355,334.2,B19,,58.84812,59.95584,,,1
Away,CHALLENGE,AERIAL,1,8356,334.24,8356,334.24,A10,,59.72832,59.03208,,,1
Home,RECOVERY,RECOVERY,1,8393,335.72,8393,335.72,B20,,51.869159999999994,56.41848,,,1
Home,BALL LOST,BALL LOST,1,8393,335.72,8458,338.32,B20,,51.869159999999994,56.41848,82.08,37.44,1
Home,CARRY,CARRY,1,8393,335.72,8394,335.76,B20,,51.869159999999994,56.41848,51.869159999999994,56.41848,1
Away,RECOVERY,RECOVERY,1,8460,338.4,8460,338.4,A02,,82.01196,36.172799999999995,,,1
Away,PASS,PASS,1,8460,338.4,8509,340.36,A02,A06,82.01196,36.172799999999995,70.29612,44.80056,1
Away,CARRY,CARRY,1,8460,338.4,8461,338.44,A02,,82.01196,36.172799999999995,82.01196,36.172799999999995,1
Away,CARRY,CARRY,1,8509,340.36,8525,341.0,A06,,70.29612,44.80056,70.173,44.467200000000005,1
Away,PASS,PASS,1,8525,341.0,8547,341.88,A06,A08,70.173,44.467200000000005,76.48668,39.885839999999995,1
Home,CHALLENGE,CHALLENGE,1,8531,341.24,8531,341.24,B24,,68.83596,43.78248,,,1
Away,CHALLENGE,CHALLENGE,1,8534,341.36,8534,341.36,A06,,70.11792,44.5824,,,1
Away,PASS,PASS,1,8547,341.88,8597,343.88,A08,A04,76.48668,39.885839999999995,76.2102,63.41328,1
Away,CARRY,CARRY,1,8547,341.88,8548,341.92,A08,,76.48668,39.885839999999995,76.48668,39.885839999999995,1
Away,BALL LOST,FORCED,1,8597,343.88,8597,343.88,A04,,76.2102,63.41328,,,1
Away,SET PIECE,SET PIECE,1,8767,350.68,8767,350.68,A06,,,,,,1
Away,PASS,PASS,1,8767,350.68,8794,351.76,A06,A02,69.86304,45.24336,78.27516,37.711439999999996,1
Away,CARRY,CARRY,1,8794,351.76,8820,352.8,A02,,78.27516,37.711439999999996,79.0884,36.0648,1
Away,PASS,PASS,1,8820,352.8,8870,354.8,A02,A01,79.0884,36.0648,72.82007999999999,6.638400000000001,1
Away,CARRY,CARRY,1,8870,354.8,8892,355.68,A01,,72.82007999999999,6.638400000000001,72.26604,6.09696,1
Away,PASS,PASS,1,8892,355.68,8912,356.48,A01,A05,72.26604,6.09696,59.925959999999996,18.49824,1
Away,CARRY,CARRY,1,8912,356.48,8991,359.64,A05,,59.925959999999996,18.49824,62.8992,16.359840000000002,1
Away,PASS,PASS,1,8991,359.64,9019,360.76,A05,A08,62.8992,16.359840000000002,62.52228,26.003519999999998,1
Away,CARRY,CARRY,1,9019,360.76,9038,361.52,A08,,62.52228,26.003519999999998,60.95088,26.70552,1
Away,PASS,PASS,1,9038,361.52,9073,362.92,A08,A07,60.95088,26.70552,53.548559999999995,52.414559999999994,1
Away,CARRY,CARRY,1,9073,362.92,9141,365.64,A07,,53.548559999999995,52.414559999999994,43.87932,56.88144,1
Away,PASS,PASS,1,9141,365.64,9171,366.84,A07,A09,43.87932,56.88144,28.080000000000002,68.67504,1
Away,CARRY,CARRY,1,9171,366.84,9315,372.6,A09,,28.080000000000002,68.67504,22.92732,67.00248,1
Away,BALL LOST,INTERCEPTION,1,9315,372.6,9321,372.84,A09,,22.92732,67.00248,17.28,67.67999999999999,1
Home,RECOVERY,INTERCEPTION,1,9322,372.88,9322,372.88,B18,,19.10088,66.21192,,,1
Home,BALL OUT,BALL OUT,1,9322,372.88,9341,373.64,B18,,19.10088,66.21192,19.439999999999998,72.72,1
Home,CARRY,CARRY,1,9322,372.88,9323,372.92,B18,,19.10088,66.21192,19.10088,66.21192,1
Away,SET PIECE,THROW IN,1,9573,382.92,9573,382.92,A04,,,,,,1
Away,PASS,PASS,1,9573,382.92,9610,384.4,A04,A09,20.67552,72.84384,13.6944,67.19256,1
Away,CARRY,CARRY,1,9610,384.4,9666,386.64,A09,,13.6944,67.19256,14.72796,71.04312,1
Away,BALL LOST,INTERCEPTION,1,9666,386.64,9670,386.8,A09,,14.72796,71.04312,14.040000000000001,69.12,1
Home,RECOVERY,INTERCEPTION,1,9668,386.72,9668,386.72,B22,,16.34688,71.09064,,,1
Home,BALL OUT,BALL OUT,1,9668,386.72,9679,387.16,B22,,16.34688,71.09064,11.88,72.72,1
Home,CARRY,CARRY,1,9668,386.72,9669,386.76,B22,,16.34688,71.09064,16.34688,71.09064,1
Away,SET PIECE,THROW IN,1,9915,396.6,9915,396.6,A04,,,,,,1
Away,PASS,PASS,1,9915,396.6,9944,397.76,A04,A10,10.52028,72.95616,7.5762,64.63152,1
Away,CARRY,CARRY,1,9944,397.76,9967,398.68,A10,,7.5762,64.63152,7.23708,65.34072,1
Away,CHALLENGE,CHALLENGE,1,9967,398.68,9967,398.68,A10,,7.23708,65.34072,,,1
Away,BALL LOST,THEFT,1,9967,398.68,9967,398.68,A10,,7.23708,65.34072,,,1
Home,CHALLENGE,CHALLENGE,1,9967,398.68,9967,398.68,B22,,7.86024,66.96288,,,1
Home,RECOVERY,THEFT,1,9967,398.68,9967,398.68,B22,,7.86024,66.96288,,,1
Home,CARRY,CARRY,1,9967,398.68,10016,400.64,B22,,7.86024,66.96288,5.87628,65.1276,1
Home,BALL LOST,CLEARANCE,1,10016,400.64,10091,403.64,B22,,5.87628,65.1276,47.52,60.48,1
Away,RECOVERY,RECOVERY,1,10091,403.64,10091,403.64,A03,,48.20472,60.10416,,,1
Away,CARRY,CARRY,1,10091,403.64,10115,404.6,A03,,48.20472,60.10416,47.41632,61.24968,1
Away,BALL LOST,INTERCEPTION,1,10115,404.6,10140,405.6,A03,,47.41632,61.24968,39.96,66.96000000000001,1
Home,RECOVERY,INTERCEPTION,1,10135,405.4,10135,405.4,B26,,42.02712,65.95848,,,1
Home,BALL OUT,BALL OUT,1,10135,405.4,10166,406.64,B26,,42.02712,65.95848,41.04,72.72,1
Home,CARRY,CARRY,1,10135,405.4,10136,405.44,B26,,42.02712,65.95848,42.02712,65.95848,1
Away,SET PIECE,THROW IN,1,10361,414.44,10361,414.44,A04,,,,,,1
Away,PASS,PASS,1,10361,414.44,10410,416.4,A04,A07,42.82416,72.67751999999999,52.0182,68.66136,1
Away,PASS,PASS,1,10410,416.4,10438,417.52,A07,A03,52.0182,68.66136,71.12664000000001,69.89256,1
Away,CARRY,CARRY,1,10410,416.4,10411,416.44,A07,,52.0182,68.66136,52.0182,68.66136,1
Away,CARRY,CARRY,1,10438,417.52,10468,418.72,A03,,71.12664000000001,69.89256,73.9746,68.02272,1
Away,PASS,PASS,1,10468,418.72,10505,420.2,A03,A02,73.9746,68.02272,75.17448,39.013200000000005,1
Away,CARRY,CARRY,1,10505,420.2,10564,422.56,A02,,75.17448,39.013200000000005,69.35867999999999,29.6892,1
Away,PASS,PASS,1,10564,422.56,10609,424.36,A02,A01,69.35867999999999,29.6892,60.77268000000001,6.2438400000000005,1
Away,CARRY,CARRY,1,10609,424.36,10656,426.24,A01,,60.77268000000001,6.2438400000000005,56.82527999999999,12.03696,1
Away,PASS,PASS,1,10656,426.24,10678,427.12,A01,A05,56.82527999999999,12.03696,48.87216,6.33888,1
Away,CARRY,CARRY,1,10678,427.12,10750,430.0,A05,,48.87216,6.33888,59.55012000000001,6.86376,1
